"","svspp","NOAA_label","family","genus","species","taxonomic_rank","taxon","lme","fao","habitat","reference_habitat","feeding_mode","reference_feeding_mode","trophic_level","level_tl","reference_tl","body_shape","fin_shape","ar","level_ar","reference_ar","offspring_size","level_offspring_size","reference_offspring_size","spawning_type","reference_spawning_type","age_maturity","level_age_maturity","reference_age_maturity","fecundity","level_fecundity","reference_fecundity","l_inf","k","level_growth","reference_growth","max_obs_length","level_length_max","reference_length_max","age_max","level_age_max","reference_age_max","temperature","reference_temperature","w_inf","reference_w_inf","natural_mortality","reference_mortality","length_maturity","reference_length_maturity"
"820",793,"Syacium papillosum","Paralichthyidae","Syacium","Syacium papillosum","S","Syacium papillosum",6,21,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.59,"spe","FroesePauly2018","flat","rounded",1.45,"spe","FroesePauly2018",0.964062634496066,"fam","FishLife","non-guarder","inferred from family",1.21774810810421,"fam-ocean","FishLife",38988.4258796126,"fam-ocean","FishLife",20.7231773415148,0.68494024727402,"fam-LME","FishLife",30,"spe","FroesePauly2018",6.9,"fam-LME","FroesePauly2018",22.887508745043,"FishLife",107.042523251812,107.042523251812,0.993874975648648,"FishLife",9.90416680792988,"FishLife"
"821",793,"Syacium papillosum","Paralichthyidae","Syacium","Syacium papillosum","S","Syacium papillosum",6,31,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.59,"spe","FroesePauly2018","flat","rounded",1.45,"spe","FroesePauly2018",0.964062634496066,"fam","FishLife","non-guarder","inferred from family",1.21774810810421,"fam-ocean","FishLife",38988.4258796126,"fam-ocean","FishLife",20.7231773415148,0.68494024727402,"fam-LME","FishLife",30,"spe","FroesePauly2018",7.2,"fam-LME","FroesePauly2018",22.887508745043,"FishLife",107.042523251812,107.042523251812,0.993874975648648,"FishLife",9.90416680792988,"FishLife"
"822",793,"Syacium papillosum","Paralichthyidae","Syacium","Syacium papillosum","S","Syacium papillosum",7,21,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.59,"spe","FroesePauly2018","flat","rounded",1.45,"spe","FroesePauly2018",0.964062634496066,"fam","FishLife","non-guarder","inferred from family",1.21774810810421,"fam-ocean","FishLife",38988.4258796126,"fam-ocean","FishLife",20.7231773415148,0.68494024727402,"fam-ocean","FishLife",30,"spe","FroesePauly2018",7.2,"fam-LME","FroesePauly2018",22.887508745043,"FishLife",107.042523251812,107.042523251812,0.993874975648648,"FishLife",9.90416680792988,"FishLife"
"823",796,"Gymnachirus melas","Achiridae","Gymnachirus","Gymnachirus melas","S","Gymnachirus melas",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","inferred from family",3.5277727027502,"family","FishLife","flat","rounded",1.39,"spe","FroesePauly2018",0.956779929240042,"fam","FishLife","non-guarder","FroesePauly2018",1.64044402296915,"fam-ocean","FishLife",15500,"spe","Carpenter2002b",21.6241708321399,0.503515054782854,"fam-LME","FishLife",22,"spe","FroesePauly2018",7,"fam-ocean","FroesePauly2018",19.13941748068,"FishLife",102.699136861213,102.699136861213,0.803597167304071,"FishLife",11.9609736926909,"FishLife"
"824",798,"Symphurus diomedianus","Cynoglossidae","Symphurus","Symphurus diomedeanus","S","Symphurus diomedeanus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.29,"spe","FroesePauly2018","flat","pointed",0.56,"gen","FroesePauly2018",0.866753834171476,"fam","FishLife","non-guarder","FroesePauly2018",1.44937456845328,"fam-ocean","FishLife",14655.3291081041,"fam-ocean","FishLife",17.5847045519345,0.484890170885285,"gen-ocean","FishLife",22,"spe","FroesePauly2018",5,"gen-LME","FroesePauly2018",17.3241509884426,"FishLife",42.1792032169657,42.1792032169657,1.09774558289807,"FishLife",7.11135957659751,"FishLife"
"825",798,"Symphurus diomedianus","Cynoglossidae","Symphurus","Symphurus diomedeanus","S","Symphurus diomedeanus",8,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.29,"spe","FroesePauly2018","flat","pointed",0.56,"gen","FroesePauly2018",0.866753834171476,"fam","FishLife","non-guarder","FroesePauly2018",1.44937456845328,"fam-ocean","FishLife",14655.3291081041,"fam-ocean","FishLife",17.5847045519345,0.484890170885285,"gen-FAO","FishLife",22,"spe","FroesePauly2018",5,"gen-FAO","FroesePauly2018",17.3241509884426,"FishLife",42.1792032169657,42.1792032169657,1.09774558289807,"FishLife",7.11135957659751,"FishLife"
"826",821,"Symphurus marginatus","Cynoglossidae","Symphurus","Symphurus marginatus","S","Symphurus marginatus",7,21,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.51808457787992,"genus","FishLife","flat","pointed",0.56,"gen","FroesePauly2018",0.869338471679549,"fam","FishLife","non-guarder","FroesePauly2018",1.45766597960818,"fam-ocean","FishLife",14372.9565315412,"fam-ocean","FishLife",17.4609172350651,0.481762673468445,"gen-LME","FishLife",15,"spe","FroesePauly2018",5,"gen-LME","FroesePauly2018",17.3630174932988,"FishLife",41.1589163435972,41.1589163435972,1.09532316451355,"FishLife",7.0975033649158,"FishLife"
"827",824,"Lepidocybium flavobrunneum","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","S","Lepidocybium flavobrunneum",7,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.34,"spe","FroesePauly2018","fusiform","lunate",5.26,"spe","FroesePauly2018",1.24108319658963,"fam","FishLife","non-guarder","FroesePauly2018",2.53613316192745,"fam-ocean","FishLife",94902.6369690145,"fam-ocean","FishLife",62.9430493003673,0.269624350980879,"fam-ocean","FishLife",200,"spe","FroesePauly2018",12.2,"fam-ocean","FroesePauly2018",17.2671364181294,"FishLife",2201.27411881165,2201.27411881165,0.350857790917653,"FishLife",31.2330657680713,"FishLife"
"828",825,"Symphurus plagiusa","Cynoglossidae","Symphurus","Symphurus plagiusa","S","Symphurus plagiusa",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","flat","pointed",0.56,"gen","FroesePauly2018",0.900808866217689,"fam","FishLife","non-guarder","FroesePauly2018",1.75995740856895,"fam-ocean","FishLife",18913.2913468182,"fam-ocean","FishLife",19,0.3,"spe-FAO","FroesePauly2018",21,"spe-LME","FroesePauly2018",5,"spe-LME","FroesePauly2018",15.5074642608071,"FishLife",67.5775274665296,67.5775274665296,0.921014532590676,"FishLife",8.26278456885597,"FishLife"
"829",825,"Symphurus plagiusa","Cynoglossidae","Symphurus","Symphurus plagiusa","S","Symphurus plagiusa",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","flat","pointed",0.56,"gen","FroesePauly2018",0.900808866217689,"fam","FishLife","non-guarder","FroesePauly2018",1.75995740856895,"fam-ocean","FishLife",18913.2913468182,"fam-ocean","FishLife",19,0.3,"spe-ocean","FroesePauly2018",21,"spe-LME","FroesePauly2018",5,"spe-LME","FroesePauly2018",15.5074642608071,"FishLife",67.5775274665296,67.5775274665296,0.921014532590676,"FishLife",8.26278456885597,"FishLife"
"830",825,"Symphurus plagiusa","Cynoglossidae","Symphurus","Symphurus plagiusa","S","Symphurus plagiusa",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","flat","pointed",0.56,"gen","FroesePauly2018",0.900808866217689,"fam","FishLife","non-guarder","FroesePauly2018",1.75995740856895,"fam-ocean","FishLife",18913.2913468182,"fam-ocean","FishLife",19,0.3,"spe-LME","FroesePauly2018",21,"spe-LME","FroesePauly2018",5,"spe-LME","FroesePauly2018",15.5074642608071,"FishLife",67.5775274665296,67.5775274665296,0.921014532590676,"FishLife",8.26278456885597,"FishLife"
"831",826,"Symphurus pusillus","Cynoglossidae","Symphurus","Symphurus pusillus","S","Symphurus pusillus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.50816018201834,"genus","FishLife","flat","pointed",0.56,"gen","FroesePauly2018",0.8922057150933,"fam","FishLife","non-guarder","FroesePauly2018",1.48813053404226,"fam-ocean","FishLife",14794.4072731198,"fam-ocean","FishLife",17.9603413534821,0.467970366664314,"gen-LME","FishLife",8,"spe","FroesePauly2018",5,"gen-LME","FroesePauly2018",17.1509516847861,"FishLife",45.3555702992084,45.3555702992084,1.07079023608099,"FishLife",7.23919480552624,"FishLife"
"832",827,"Symphurus urospilus","Cynoglossidae","Symphurus","Symphurus urospilus","S","Symphurus urospilus",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.51912208098351,"genus","FishLife","flat","pointed",0.56,"gen","FroesePauly2018",0.877199847110761,"fam","FishLife","non-guarder","inferred from genus",1.51365835334265,"fam-ocean","FishLife",15279.8543249193,"fam-ocean","FishLife",18.1292159142959,0.465170291740478,"gen-ocean","FishLife",17,"spe","FroesePauly2018",5,"gen-FAO","FroesePauly2018",17.3179160008889,"FishLife",46.5744769376822,46.5744769376822,1.06573682531966,"FishLife",7.23884007380835,"FishLife"
"833",829,"Parahollardia lineata","Triacanthodidae","Parahollardia","Parahollardia lineata","S","Parahollardia lineata",7,21,"demersal","FroesePauly2018, OBIS2018","piscivorous","inferred from family",3.3227077001458,"family","FishLife","compressiform","rounded",0.98,"fam","FroesePauly2018",0.985676671209422,"","FishLife","","",1.79455213434276,"","FishLife",29511.6196079483,"","FishLife",33.4943074276386,0.374944383917972,"","FishLife",20,"spe","FroesePauly2018",NA,"","",20.0941948524992,"FishLife",387.889196898737,387.889196898737,0.682838051162885,"FishLife",13.8751486229948,"FishLife"
"834",830,"Aluterus heudelotii","Monacanthidae","Aluterus","Aluterus heudelotii","S","Aluterus heudelotii",6,31,"demersal","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.808236352161747,"fam","FishLife","non-guarder","inferred from family",1.8339889492101,"fam-ocean","FishLife",33512.896026842,"fam-ocean","FishLife",37.8541468209899,0.340397908079474,"fam-FAO","FishLife",45,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.4488788512377,"FishLife",537.17118060062,537.17118060062,0.6329129502472,"FishLife",14.5742727518059,"FishLife"
"835",830,"Aluterus heudelotii","Monacanthidae","Aluterus","Aluterus heudelotii","S","Aluterus heudelotii",7,21,"demersal","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.808236352161747,"fam","FishLife","non-guarder","inferred from family",1.8339889492101,"fam-ocean","FishLife",33512.896026842,"fam-ocean","FishLife",37.8541468209899,0.340397908079474,"fam-FAO","FishLife",45,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.4488788512377,"FishLife",537.17118060062,537.17118060062,0.6329129502472,"FishLife",14.5742727518059,"FishLife"
"836",831,"Aluterus monoceros","Monacanthidae","Aluterus","Aluterus monoceros","S","Aluterus monoceros",6,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.84,"spe","FroesePauly2018","compressiform","truncate",1.54,"spe","FroesePauly2018",0.884756607561855,"fam","FishLife","non-guarder","inferred from family",2.73605957195059,"fam-ocean","FishLife",112645.297406853,"fam-ocean","FishLife",70.4234717106991,0.214965225800405,"fam-FAO","FishLife",76,"spe-ocean","FroesePauly2018",7.2,"fam","Visconti2018",18.4811698244107,"FishLife",3515.72855418264,3515.72855418264,0.371682133793666,"FishLife",25.3916655563187,"FishLife"
"837",831,"Aluterus monoceros","Monacanthidae","Aluterus","Aluterus monoceros","S","Aluterus monoceros",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.84,"spe","FroesePauly2018","compressiform","truncate",1.54,"spe","FroesePauly2018",0.884756607561855,"fam","FishLife","non-guarder","inferred from family",2.73605957195059,"fam-ocean","FishLife",112645.297406853,"fam-ocean","FishLife",70.4234717106991,0.214965225800405,"fam-FAO","FishLife",76,"spe-ocean","FroesePauly2018",7.2,"fam","Visconti2018",18.4811698244107,"FishLife",3515.72855418264,3515.72855418264,0.371682133793666,"FishLife",25.3916655563187,"FishLife"
"838",831,"Aluterus monoceros","Monacanthidae","Aluterus","Aluterus monoceros","S","Aluterus monoceros",7,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.84,"spe","FroesePauly2018","compressiform","truncate",1.54,"spe","FroesePauly2018",0.884756607561855,"fam","FishLife","non-guarder","inferred from family",2.73605957195059,"fam-ocean","FishLife",112645.297406853,"fam-ocean","FishLife",70.4234717106991,0.214965225800405,"fam-FAO","FishLife",76,"spe-ocean","FroesePauly2018",7.2,"fam","Visconti2018",18.4811698244107,"FishLife",3515.72855418264,3515.72855418264,0.371682133793666,"FishLife",25.3916655563187,"FishLife"
"839",832,"Aluterus schoepfi","Monacanthidae","Aluterus","Aluterus schoepfii","S","Aluterus schoepfii",6,21,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2.02,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.741169316574388,"fam","FishLife","non-guarder","inferred from family",1.51694582122191,"fam-ocean","FishLife",15627.8638656517,"fam-ocean","FishLife",27.5882562795083,0.422786331980921,"fam-FAO","FishLife",61,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.8549433281967,"FishLife",198.805366758229,198.805366758229,0.827516357183501,"FishLife",11.0056445966724,"FishLife"
"840",832,"Aluterus schoepfi","Monacanthidae","Aluterus","Aluterus schoepfii","S","Aluterus schoepfii",6,31,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2.02,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.741169316574388,"fam","FishLife","non-guarder","inferred from family",1.51694582122191,"fam-ocean","FishLife",15627.8638656517,"fam-ocean","FishLife",27.5882562795083,0.422786331980921,"fam-FAO","FishLife",61,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.8549433281967,"FishLife",198.805366758229,198.805366758229,0.827516357183501,"FishLife",11.0056445966724,"FishLife"
"841",832,"Aluterus schoepfi","Monacanthidae","Aluterus","Aluterus schoepfii","S","Aluterus schoepfii",7,21,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2.02,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.741169316574388,"fam","FishLife","non-guarder","inferred from family",1.51694582122191,"fam-ocean","FishLife",15627.8638656517,"fam-ocean","FishLife",27.5882562795083,0.422786331980921,"fam-FAO","FishLife",61,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.8549433281967,"FishLife",198.805366758229,198.805366758229,0.827516357183501,"FishLife",11.0056445966724,"FishLife"
"842",832,"Aluterus schoepfi","Monacanthidae","Aluterus","Aluterus schoepfii","S","Aluterus schoepfii",9,21,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2.02,"spe","FroesePauly2018","compressiform","truncate",0.66,"spe","FroesePauly2018",0.741169316574388,"fam","FishLife","non-guarder","inferred from family",1.51694582122191,"fam-ocean","FishLife",15627.8638656517,"fam-ocean","FishLife",27.5882562795083,0.422786331980921,"fam-FAO","FishLife",61,"spe","FroesePauly2018",7.2,"fam","Visconti2018",19.8549433281967,"FishLife",198.805366758229,198.805366758229,0.827516357183501,"FishLife",11.0056445966724,"FishLife"
"843",833,"Aluterus scriptus","Monacanthidae","Aluterus","Aluterus scriptus","S","Aluterus scriptus",6,31,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",2.81,"spe","FroesePauly2018","compressiform","truncate",0.86,"spe","FroesePauly2018",0.850747838964775,"fam","FishLife","non-guarder","inferred from family",2.51062839020836,"fam-ocean","FishLife",93908.9283897829,"fam-ocean","FishLife",62.4041311077766,0.234647533497926,"fam-FAO","FishLife",110,"spe-ocean","FroesePauly2018",7.2,"fam","Visconti2018",18.8392509247839,"FishLife",2291.11256818933,2291.11256818933,0.415251120939227,"FishLife",22.5688333806511,"FishLife"
"844",833,"Aluterus scriptus","Monacanthidae","Aluterus","Aluterus scriptus","S","Aluterus scriptus",7,21,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",2.81,"spe","FroesePauly2018","compressiform","rounded",0.86,"spe","FroesePauly2018",0.850747838964775,"fam","FishLife","non-guarder","inferred from family",2.51062839020836,"fam-ocean","FishLife",93908.9283897829,"fam-ocean","FishLife",62.4041311077766,0.234647533497926,"fam-FAO","FishLife",110,"spe-ocean","FroesePauly2018",7.2,"fam","Visconti2018",18.8392509247839,"FishLife",2291.11256818933,2291.11256818933,0.415251120939227,"FishLife",22.5688333806511,"FishLife"
"845",836,"Monacanthus ciliatus","Monacanthidae","Monacanthus","Monacanthus ciliatus","S","Monacanthus ciliatus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",2.73,"spe","FroesePauly2018","compressiform","rounded",1.45,"spe","FroesePauly2018",0.709567734813129,"fam","FishLife","non-guarder","inferred from family",1.35337120988461,"fam-ocean","FishLife",11283.0274134553,"fam-ocean","FishLife",23.3645758074129,0.466146177532191,"fam-FAO","FishLife",20,"spe","FroesePauly2018",5,"gen","Visconti2018",19.9727781513537,"FishLife",126.758166041065,126.758166041065,0.954673505220627,"FishLife",9.38168539449822,"FishLife"
"846",836,"Monacanthus ciliatus","Monacanthidae","Monacanthus","Monacanthus ciliatus","S","Monacanthus ciliatus",7,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",2.73,"spe","FroesePauly2018","compressiform","rounded",1.45,"spe","FroesePauly2018",0.709567734813129,"fam","FishLife","non-guarder","inferred from family",1.35337120988461,"fam-ocean","FishLife",11283.0274134553,"fam-ocean","FishLife",23.3645758074129,0.466146177532191,"fam-FAO","FishLife",20,"spe","FroesePauly2018",5,"gen","Visconti2018",19.9727781513537,"FishLife",126.758166041065,126.758166041065,0.954673505220627,"FishLife",9.38168539449822,"FishLife"
"847",843,"Sphoeroides dorsalis","Tetraodontidae","Sphoeroides","Sphoeroides dorsalis","S","Sphoeroides dorsalis",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.25318467351218,"genus","FishLife","short and/or deep","truncate",1.56,"gen","FroesePauly2018",0.837621570710845,"gen","FishLife","non-guarder","FroesePauly2018",1.10703392037331,"gen","FishLife",22340.8734179256,"gen-ocean","FishLife",20.7030809588217,0.651316226596055,"gen-FAO","FishLife",20,"spe","FroesePauly2018",3,"gen-FAO","FroesePauly2018",19.7346711591971,"FishLife",128.091840404594,128.091840404594,1.04549176688717,"FishLife",9.26860768135385,"FishLife"
"848",843,"Sphoeroides dorsalis","Tetraodontidae","Sphoeroides","Sphoeroides dorsalis","S","Sphoeroides dorsalis",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.25318467351218,"genus","FishLife","short and/or deep","truncate",1.56,"gen","FroesePauly2018",0.837621570710845,"gen","FishLife","non-guarder","FroesePauly2018",1.10703392037331,"gen","FishLife",22340.8734179256,"gen-LME","FishLife",20.7030809588217,0.651316226596055,"gen-LME","FishLife",20,"spe","FroesePauly2018",3,"gen-LME","FroesePauly2018",19.7346711591971,"FishLife",128.091840404594,128.091840404594,1.04549176688717,"FishLife",9.26860768135385,"FishLife"
"849",843,"Sphoeroides dorsalis","Tetraodontidae","Sphoeroides","Sphoeroides dorsalis","S","Sphoeroides dorsalis",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.25318467351218,"genus","FishLife","short and/or deep","truncate",1.56,"gen","FroesePauly2018",0.837621570710845,"gen","FishLife","non-guarder","FroesePauly2018",1.10703392037331,"gen","FishLife",22340.8734179256,"gen-LME","FishLife",20.7030809588217,0.651316226596055,"gen-LME","FishLife",20,"spe","FroesePauly2018",3,"gen-LME","FroesePauly2018",19.7346711591971,"FishLife",128.091840404594,128.091840404594,1.04549176688717,"FishLife",9.26860768135385,"FishLife"
"850",844,"Sphoeroides nephelus","Tetraodontidae","Sphoeroides","Sphoeroides nephelus","S","Sphoeroides nephelus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.5,"spe","FroesePauly2018","short and/or deep","rounded",1.56,"gen","FroesePauly2018",0.850669027572648,"gen","FishLife","non-guarder","FroesePauly2018",1.06249458840625,"gen","FishLife",20043.4378957233,"gen-LME","FishLife",19.4551640912725,0.681637573901485,"gen-LME","FishLife",30,"spe","FroesePauly2018",3,"gen-LME","FroesePauly2018",19.7055554850402,"FishLife",107.591660494406,107.591660494406,1.10009152772324,"FishLife",8.74890226323817,"FishLife"
"851",856,"Argentina striata","Argentinidae","Argentina","Argentina striata","S","Argentina striata",6,21,"benthopelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.36985216641361,"genus","FishLife","fusiform","forked",1.41,"spe","FroesePauly2018",1.90888985505252,"gen","FishLife","non-guarder","FroesePauly2018",3.21239745678718,"gen-ocean","FishLife",3686.16446293556,"gen","FishLife",27.2410024600232,0.303280527124086,"gen-FAO","FishLife",24,"spe","FroesePauly2018",25.5,"gen","FroesePauly2018",9.28226997705464,"FishLife",160.69263875885,160.69263875885,0.629351227035978,"FishLife",13.9780694474302,"FishLife"
"852",856,"Argentina striata","Argentinidae","Argentina","Argentina striata","S","Argentina striata",6,31,"benthopelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.36985216641361,"genus","FishLife","fusiform","forked",1.41,"spe","FroesePauly2018",1.90888985505252,"gen","FishLife","non-guarder","FroesePauly2018",3.21239745678718,"gen-ocean","FishLife",3686.16446293556,"gen","FishLife",27.2410024600232,0.303280527124086,"gen-ocean","FishLife",24,"spe","FroesePauly2018",25.5,"gen","FroesePauly2018",9.28226997705464,"FishLife",160.69263875885,160.69263875885,0.629351227035978,"FishLife",13.9780694474302,"FishLife"
"853",856,"Argentina striata","Argentinidae","Argentina","Argentina striata","S","Argentina striata",7,21,"benthopelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.36985216641361,"genus","FishLife","fusiform","forked",1.41,"spe","FroesePauly2018",1.90888985505252,"gen","FishLife","non-guarder","FroesePauly2018",3.21239745678718,"gen-ocean","FishLife",3686.16446293556,"gen","FishLife",27.2410024600232,0.303280527124086,"gen-FAO","FishLife",24,"spe","FroesePauly2018",25.5,"gen","FroesePauly2018",9.28226997705464,"FishLife",160.69263875885,160.69263875885,0.629351227035978,"FishLife",13.9780694474302,"FishLife"
"854",862,"Chaunax stigmaeus","Chaunacidae","Chaunax","Chaunax stigmaeus","S","Chaunax stigmaeus",7,21,"bathydemersal","FroesePauly2018, OBIS2018","","",3.76474832406032,"family","FishLife","short and/or deep","rounded",1.03,"spe","FroesePauly2018",1.1206981926682,"","FishLife","","",2.24301789680043,"","FishLife",9485.6739476715,"","FishLife",21.3952735834025,0.331062305995071,"","FishLife",31,"spe","FroesePauly2018",NA,"","",12.5291723555441,"FishLife",86.3411155739719,86.3411155739719,0.791362573736261,"FishLife",10.7977072447203,"FishLife"
"855",865,"Engraulis eurystole","Engraulidae","Engraulis","Engraulis eurystole","S","Engraulis eurystole",6,21,"pelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.24699273432716,"genus","FishLife","fusiform","forked",1.81,"spe","FroesePauly2018",1.14772388647244,"gen","FishLife","non-guarder","FroesePauly2018",1.00666377343644,"gen-ocean","FishLife",17280.9789643629,"gen-FAO","FishLife",17.270529004596,0.614629171773505,"gen-ocean","FishLife",16,"spe","FroesePauly2018",6,"gen","FroesePauly2018",17.9516466934953,"FishLife",32.2830440935644,32.2830440935644,1.19245708392767,"FishLife",8.1795891937396,"FishLife"
"856",865,"Engraulis eurystole","Engraulidae","Engraulis","Engraulis eurystole","S","Engraulis eurystole",6,31,"pelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.24699273432716,"genus","FishLife","fusiform","forked",1.81,"spe","FroesePauly2018",1.14772388647244,"gen","FishLife","non-guarder","FroesePauly2018",1.00666377343644,"gen-ocean","FishLife",17280.9789643629,"gen-LME","FishLife",17.270529004596,0.614629171773505,"gen-ocean","FishLife",16,"spe","FroesePauly2018",6,"gen","FroesePauly2018",17.9516466934953,"FishLife",32.2830440935644,32.2830440935644,1.19245708392767,"FishLife",8.1795891937396,"FishLife"
"857",865,"Engraulis eurystole","Engraulidae","Engraulis","Engraulis eurystole","S","Engraulis eurystole",7,21,"pelagic","FroesePauly2018, OBIS2018","planktivorous","inferred from genus",3.24699273432716,"genus","FishLife","fusiform","forked",1.81,"spe","FroesePauly2018",1.14772388647244,"gen","FishLife","non-guarder","FroesePauly2018",1.00666377343644,"gen-ocean","FishLife",17280.9789643629,"gen-FAO","FishLife",17.270529004596,0.614629171773505,"gen-ocean","FishLife",16,"spe","FroesePauly2018",6,"gen","FroesePauly2018",17.9516466934953,"FishLife",32.2830440935644,32.2830440935644,1.19245708392767,"FishLife",8.1795891937396,"FishLife"
"858",867,"Laemonema barbatulum","Moridae","Laemonema","Laemonema barbatulum","S","Laemonema barbatulum",6,31,"benthopelagic","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.98995150770856,"genus","FishLife","elongated","rounded",0.48,"spe","FroesePauly2018",1.08109252913606,"gen","FishLife","non-guarder","inferred from genus",3.63492537623174,"fam","FishLife",282051.206784942,"gen","FishLife",40.2228275002782,0.232607472492098,"gen-ocean","FishLife",33,"spe-ocean","FroesePauly2018",27.4,"fam","FroesePauly2018",12.8990746952377,"FishLife",436.052104023651,436.052104023651,0.430683588729592,"FishLife",25.0570133734142,"FishLife"
"859",867,"Laemonema barbatulum","Moridae","Laemonema","Laemonema barbatulum","S","Laemonema barbatulum",7,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.98995150770856,"genus","FishLife","elongated","rounded",0.48,"spe","FroesePauly2018",1.08109252913606,"gen","FishLife","non-guarder","inferred from genus",3.63492537623174,"fam","FishLife",282051.206784942,"gen","FishLife",40.2228275002782,0.232607472492098,"gen-ocean","FishLife",33,"spe-FAO","FroesePauly2018",27.4,"fam","FroesePauly2018",12.8990746952377,"FishLife",436.052104023651,436.052104023651,0.430683588729592,"FishLife",25.0570133734142,"FishLife"
"860",867,"Laemonema barbatulum","Moridae","Laemonema","Laemonema barbatulum","S","Laemonema barbatulum",8,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","inferred from genus",3.98995150770856,"genus","FishLife","elongated","rounded",0.48,"spe","FroesePauly2018",1.08109252913606,"gen","FishLife","non-guarder","inferred from genus",3.63492537623174,"fam","FishLife",282051.206784942,"gen","FishLife",40.2228275002782,0.232607472492098,"gen-ocean","FishLife",33,"spe-LME","FroesePauly2018",27.4,"fam","FroesePauly2018",12.8990746952377,"FishLife",436.052104023651,436.052104023651,0.430683588729592,"FishLife",25.0570133734142,"FishLife"
"861",869,"Ophidion selenops","Ophidiidae","Ophidion","Ophidion selenops","S","Ophidion selenops",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.54032526315412,"genus","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.639149320011192,"gen","FishLife","non-guarder","FroesePauly2018",1.58580121367138,"gen","FishLife",13469.366381097,"fam","FishLife",29.4882281123364,0.411332376168858,"fam-ocean","FishLife",10,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",14.0346834725509,"FishLife",170.864223042366,170.864223042366,0.640468223527541,"FishLife",15.7304468348132,"FishLife"
